"","ID","GALGAL","GOterm","fullgo"
"9188","GALGAL_R10427","GALGAL_R10427",4,"GO:0005085; guanyl-nucleotide exchange factor activity; function GO:0005089; Rho guanyl-nucleotide exchange factor activity; function GO:0035023; regulation of Rho protein signal transduction; process GO:0035556; intracellular signal transduction; process              NA"
"9189","GALGAL_R10428","GALGAL_R10428",1,"GO:0005515; protein binding; function                 NA"
"9190","GALGAL_R10429","GALGAL_R10429",3,"GO:0000145; exocyst; component GO:0006904; vesicle docking involved in exocytosis; process GO:0015031; protein transport; process               NA"
"9191","GALGAL_R10430","GALGAL_R10430",2,"GO:0004911; interleukin-2 receptor activity; function GO:0019976; interleukin-2 binding; function                NA"
"9192","GALGAL_R10431",NA,NA,"                 NA"
"9193","GALGAL_R10432",NA,NA,"                 NA"
"9194","GALGAL_R10433","GALGAL_R10433",1,"GO:0016787; hydrolase activity; function                 NA"
"9195","GALGAL_R10434",NA,NA,"                 NA"
"9196","GALGAL_R10435","GALGAL_R10435",1,"GO:0005856; cytoskeleton; component                 NA"
"9197","GALGAL_R10436",NA,NA,"                 NA"
"9198","GALGAL_R10437","GALGAL_R10437",3,"GO:0004930; G-protein coupled receptor activity; function GO:0007186; G-protein coupled receptor signaling pathway; process GO:0016021; integral component of membrane; component               NA"
"9199","GALGAL_R10438","GALGAL_R10438",3,"GO:0006955; immune response; process GO:0007166; cell surface receptor signaling pathway; process GO:0016020; membrane; component               NA"
"9200","GALGAL_R10439","GALGAL_R10439",1,"GO:0005634; nucleus; component                 NA"
"9201","GALGAL_R10440",NA,NA,"                 NA"
"9202","GALGAL_R10441","GALGAL_R10441",3,"GO:0000808; origin recognition complex; component GO:0005634; nucleus; component GO:0006260; DNA replication; process               NA"
"9203","GALGAL_R10442","GALGAL_R10442",2,"GO:0004252; serine-type endopeptidase activity; function GO:0006508; proteolysis; process                NA"
"9204","GALGAL_R10443",NA,NA,"                 NA"
"9205","GALGAL_R10444","GALGAL_R10444",4,"GO:0004672; protein kinase activity; function GO:0005515; protein binding; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process              NA"
"9206","GALGAL_R10445","GALGAL_R10445",10,"GO:0004888; transmembrane signaling receptor activity; function GO:0004930; G-protein coupled receptor activity; function GO:0005509; calcium ion binding; function GO:0005886; plasma membrane; component GO:0007155; cell adhesion; process GO:0007156; homophilic cell adhesion via plasma membrane adhesion molecules; process GO:0007166; cell surface receptor signaling pathway; process GO:0007186; G-protein coupled receptor signaling pathway; process GO:0016020; membrane; component GO:0016021; integral component of membrane; component        NA"
"9207","GALGAL_R10446","GALGAL_R10446",2,"GO:0000786; nucleosome; component GO:0003677; DNA binding; function                NA"
"9208","GALGAL_R10447","GALGAL_R10447",1,"GO:0016301; kinase activity; function                 NA"
"9209","GALGAL_R10448","GALGAL_R10448",1,"GO:0005515; protein binding; function                 NA"
"9210","GALGAL_R10449","GALGAL_R10449",1,"GO:0016757; transferase activity, transferring glycosyl groups; function                 NA"
"9211","GALGAL_R10450","GALGAL_R10450",3,"GO:0004672; protein kinase activity; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process               NA"
"9212","GALGAL_R10451",NA,NA,"                 NA"
"9213","GALGAL_R10452","GALGAL_R10452",1,"GO:0016021; integral component of membrane; component                 NA"
"9214","GALGAL_R10453","GALGAL_R10453",2,"GO:0003924; GTPase activity; function GO:0005525; GTP binding; function                NA"
"9215","GALGAL_R10454","GALGAL_R10454",1,"GO:0005515; protein binding; function                 NA"
"9216","GALGAL_R10455","GALGAL_R10455",4,"GO:0004672; protein kinase activity; function GO:0004707; MAP kinase activity; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process              NA"
"9217","GALGAL_R10456","GALGAL_R10456",3,"GO:0005515; protein binding; function GO:0017154; semaphorin receptor activity; function GO:0071526; semaphorin-plexin signaling pathway; process               NA"
"9218","GALGAL_R10457","GALGAL_R10457",2,"GO:0004415; hyalurononglucosaminidase activity; function GO:0005975; carbohydrate metabolic process; process                NA"
"9219","GALGAL_R10458","GALGAL_R10458",2,"GO:0004415; hyalurononglucosaminidase activity; function GO:0005975; carbohydrate metabolic process; process                NA"
"9220","GALGAL_R10459","GALGAL_R10459",5,"GO:0004725; protein tyrosine phosphatase activity; function GO:0005515; protein binding; function GO:0006470; protein dephosphorylation; process GO:0016311; dephosphorylation; process GO:0016791; phosphatase activity; function             NA"
"9221","GALGAL_R10460","GALGAL_R10460",2,"GO:0000812; Swr1 complex; component GO:0035267; NuA4 histone acetyltransferase complex; component                NA"
"9222","GALGAL_R10461","GALGAL_R10461",9,"GO:0005216; ion channel activity; function GO:0005249; voltage-gated potassium channel activity; function GO:0005515; protein binding; function GO:0006811; ion transport; process GO:0006813; potassium ion transport; process GO:0008076; voltage-gated potassium channel complex; component GO:0016020; membrane; component GO:0051260; protein homooligomerization; process GO:0055085; transmembrane transport; process         NA"
"9223","GALGAL_R10462",NA,NA,"                 NA"
"9224","GALGAL_R10463","GALGAL_R10463",3,"GO:0005198; structural molecule activity; function GO:0005923; bicellular tight junction; component GO:0016021; integral component of membrane; component               NA"
"9225","GALGAL_R10464",NA,NA,"                 NA"
"9226","GALGAL_R10465","GALGAL_R10465",5,"GO:0005242; inward rectifier potassium channel activity; function GO:0006813; potassium ion transport; process GO:0015467; G-protein activated inward rectifier potassium channel activity; function GO:0016020; membrane; component GO:0016021; integral component of membrane; component             NA"
"9227","GALGAL_R10466","GALGAL_R10466",5,"GO:0003700; DNA binding transcription factor activity; function GO:0005515; protein binding; function GO:0005634; nucleus; component GO:0006355; regulation of transcription, DNA-templated; process GO:0043565; sequence-specific DNA binding; function             NA"
"9228","GALGAL_R10468","GALGAL_R10468",2,"GO:0008290; F-actin capping protein complex; component GO:0051016; barbed-end actin filament capping; process                NA"
"9229","GALGAL_R10469","GALGAL_R10469",5,"GO:0004672; protein kinase activity; function GO:0004713; protein tyrosine kinase activity; function GO:0005515; protein binding; function GO:0005524; ATP binding; function GO:0006468; protein phosphorylation; process             NA"
"9230","GALGAL_R10470",NA,NA,"                 NA"
"9231","GALGAL_R10471","GALGAL_R10471",1,"GO:0042127; regulation of cell proliferation; process                 NA"
"9232","GALGAL_R10472","GALGAL_R10472",5,"GO:0004252; serine-type endopeptidase activity; function GO:0005044; scavenger receptor activity; function GO:0005515; protein binding; function GO:0006508; proteolysis; process GO:0016020; membrane; component             NA"
"9233","GALGAL_R10473",NA,NA,"                 NA"
"9234","GALGAL_R10474","GALGAL_R10474",2,"GO:0003676; nucleic acid binding; function GO:0005515; protein binding; function                NA"
"9235","GALGAL_R10475",NA,NA,"                 NA"
"9236","GALGAL_R10476","GALGAL_R10476",1,"GO:0005515; protein binding; function                 NA"
"9237","GALGAL_R10477",NA,NA,"                 NA"
"9238","GALGAL_R10478","GALGAL_R10478",4,"GO:0004930; G-protein coupled receptor activity; function GO:0005000; vasopressin receptor activity; function GO:0007186; G-protein coupled receptor signaling pathway; process GO:0016021; integral component of membrane; component              NA"
"9239","GALGAL_R10479","GALGAL_R10479",2,"GO:0005515; protein binding; function GO:0036265; RNA (guanine-N7)-methylation; process                NA"
"9240","GALGAL_R10480",NA,NA,"                 NA"
"9241","GALGAL_R10481",NA,NA,"                 NA"
"9242","GALGAL_R10482",NA,NA,"                 NA"
"9243","GALGAL_R10483","GALGAL_R10483",1,"GO:0006535; cysteine biosynthetic process from serine; process                 NA"
"9244","GALGAL_R10484","GALGAL_R10484",2,"GO:0003713; transcription coactivator activity; function GO:0003714; transcription corepressor activity; function                NA"
"9245","GALGAL_R10485","GALGAL_R10485",2,"GO:0003676; nucleic acid binding; function GO:0008270; zinc ion binding; function                NA"
"9246","GALGAL_R10486","GALGAL_R10486",1,"GO:0008270; zinc ion binding; function                 NA"
"9247","GALGAL_R10487","GALGAL_R10487",5,"GO:0000398; mRNA splicing, via spliceosome; process GO:0003676; nucleic acid binding; function GO:0003723; RNA binding; function GO:0046872; metal ion binding; function GO:0089701; U2AF; component             NA"
"9248","GALGAL_R10488","GALGAL_R10488",3,"GO:0004222; metalloendopeptidase activity; function GO:0006508; proteolysis; process GO:0008270; zinc ion binding; function               NA"
"9249","GALGAL_R10489","GALGAL_R10489",3,"GO:0003779; actin binding; function GO:0005622; intracellular; component GO:0030837; negative regulation of actin filament polymerization; process               NA"
"9250","GALGAL_R10490","GALGAL_R10490",3,"GO:0004930; G-protein coupled receptor activity; function GO:0007186; G-protein coupled receptor signaling pathway; process GO:0016021; integral component of membrane; component               NA"
"9251","GALGAL_R10491","GALGAL_R10491",2,"GO:0005509; calcium ion binding; function GO:0005515; protein binding; function                NA"
"9252","GALGAL_R10492","GALGAL_R10492",4,"GO:0003700; DNA binding transcription factor activity; function GO:0005634; nucleus; component GO:0006355; regulation of transcription, DNA-templated; process GO:0043565; sequence-specific DNA binding; function              NA"
"9253","GALGAL_R10493",NA,NA,"                 NA"
"9254","GALGAL_R10494",NA,NA,"                 NA"
"9255","GALGAL_R10495",NA,NA,"                 NA"
"9256","GALGAL_R10496",NA,NA,"                 NA"
"9257","GALGAL_R10497",NA,NA,"                 NA"
"9258","GALGAL_R10498","GALGAL_R10498",1,"GO:0005515; protein binding; function                 NA"
"9259","GALGAL_R10499",NA,NA,"                 NA"
"9260","GALGAL_R10501","GALGAL_R10501",2,"GO:0003924; GTPase activity; function GO:0005525; GTP binding; function                NA"
"9261","GALGAL_R10502",NA,NA,"                 NA"
"9262","GALGAL_R10503",NA,NA,"                 NA"
"9263","GALGAL_R10504",NA,NA,"                 NA"
"9264","GALGAL_R10505","GALGAL_R10505",2,"GO:0016021; integral component of membrane; component GO:0038023; signaling receptor activity; function                NA"
"9265","GALGAL_R10506","GALGAL_R10506",1,"GO:0016021; integral component of membrane; component                 NA"
"9266","GALGAL_R10507","GALGAL_R10507",3,"GO:0005133; interferon-gamma receptor binding; function GO:0005576; extracellular region; component GO:0006955; immune response; process               NA"
"9267","GALGAL_R10508",NA,NA,"                 NA"
"9268","GALGAL_R10509","GALGAL_R10509",1,"GO:0005576; extracellular region; component                 NA"
"9269","GALGAL_R10510","GALGAL_R10510",2,"GO:0005515; protein binding; function GO:0007165; signal transduction; process                NA"
"9270","GALGAL_R10511",NA,NA,"                 NA"
"9271","GALGAL_R10512",NA,NA,"                 NA"
"9272","GALGAL_R10513","GALGAL_R10513",5,"GO:0003676; nucleic acid binding; function GO:0003677; DNA binding; function GO:0005634; nucleus; component GO:0006355; regulation of transcription, DNA-templated; process GO:0046872; metal ion binding; function             NA"
"9273","GALGAL_R10514","GALGAL_R10514",2,"GO:0005515; protein binding; function GO:0006396; RNA processing; process                NA"
"9274","GALGAL_R10515","GALGAL_R10515",2,"GO:0004145; diamine N-acetyltransferase activity; function GO:0005515; protein binding; function                NA"
"9275","GALGAL_R10516","GALGAL_R10516",1,"GO:0016021; integral component of membrane; component                 NA"
"9276","GALGAL_R10517",NA,NA,"                 NA"
"9277","GALGAL_R10518","GALGAL_R10518",1,"GO:0003676; nucleic acid binding; function                 NA"
"9278","GALGAL_R10519","GALGAL_R10519",2,"GO:0006597; spermine biosynthetic process; process GO:0016768; spermine synthase activity; function                NA"
"9279","GALGAL_R10520",NA,NA,"                 NA"
"9280","GALGAL_R10521","GALGAL_R10521",3,"GO:0004222; metalloendopeptidase activity; function GO:0006508; proteolysis; process GO:0016020; membrane; component               NA"
